Agency name;Country;Link;Players;Players 1st tier;Rumors;Total market value;ø-Market value;Street;ZIP, location;Phone;Fax;Email;Website
PLAYER´S & ASOC.;Argentina;https://www.transfermarkt.com/berater/beraterfirma?id=2010;1;-;-;-;-;-;-;-;-;-;-
Roth Consulting;Germany;https://www.transfermarkt.com/berater/beraterfirma?id=4511;-;-;-;-;-;-;-;-;-;-;-
Connect - Management;Brazil;https://www.transfermarkt.com/berater/beraterfirma?id=12913;-;-;-;-;-;-;-;-;-;-;-
GENE FOOTBALL;United Arab Emirates;https://www.transfermarkt.com/berater/beraterfirma?id=10868;-;-;-;-;-;-;-;-;-;-;-
F-E-T Co.,Ltd.;Japan;https://www.transfermarkt.com/berater/beraterfirma?id=5823;-;-;-;-;-;-;-;-;-;-;-
Bisty Sports Agency Ltd;United Kingdom;https://www.transfermarkt.com/berater/beraterfirma?id=10096;3;-;-;-;-;-;-;-;-;-;-
Flying Feets Agency;Germany;https://www.transfermarkt.com/berater/beraterfirma?id=12101;3;-;-;-;-;-;-;-;-;-;-
p;United Kingdom;https://www.transfermarkt.com/berater/beraterfirma?id=8095;-;-;-;-;-;-;-;-;-;-;-
Crystal Sports Services;Estonia;https://www.transfermarkt.com/berater/beraterfirma?id=8398;-;-;-;-;-;-;-;-;-;-;-
Sport SAN;Tunisia;https://www.transfermarkt.com/berater/beraterfirma?id=9130;-;-;-;-;-;-;-;-;-;-;-
esmfoot;Türkiye;https://www.transfermarkt.com/berater/beraterfirma?id=12678;-;-;-;-;-;-;-;-;-;-;-
soccer tax;Belgium;https://www.transfermarkt.com/berater/beraterfirma?id=8700;2;-;-;-;-;-;-;-;-;-;-
M A SPORTS E MARKETING;Brazil;https://www.transfermarkt.com/berater/beraterfirma?id=7641;-;-;-;-;-;-;-;-;-;-;-
Jonathan Murzilli;Netherlands;https://www.transfermarkt.com/berater/beraterfirma?id=4896;-;-;-;-;-;-;-;-;-;-;-
Lorenzo Greco;Italy;https://www.transfermarkt.com/berater/beraterfirma?id=4179;1;-;-;-;-;-;-;-;-;-;-
UP & Friends Sportsmanagement;Germany;https://www.transfermarkt.com/berater/beraterfirma?id=5217;-;-;-;-;-;-;-;-;-;-;-
Genius CH;Ghana;https://www.transfermarkt.com/berater/beraterfirma?id=9764;-;-;-;-;-;-;-;-;-;-;-
JRP sportsmanagement;Netherlands;https://www.transfermarkt.com/berater/beraterfirma?id=4276;-;-;-;-;-;-;-;-;-;-;-
JAVIER ABAD;Spain;https://www.transfermarkt.com/berater/beraterfirma?id=2821;-;-;-;-;-;-;-;-;-;-;-
BKL SPORT MARKETING;Brazil;https://www.transfermarkt.com/berater/beraterfirma?id=7568;-;-;-;-;-;-;-;-;-;-;-
New Football Star;Poland;https://www.transfermarkt.com/berater/beraterfirma?id=11455;-;-;-;-;-;-;-;-;-;-;-
One4Seven;Belgium;https://www.transfermarkt.com/berater/beraterfirma?id=1767;2;-;-;-;-;-;-;-;-;-;-
Chevalier Sports;United Arab Emirates;https://www.transfermarkt.com/berater/beraterfirma?id=5532;-;-;-;-;-;-;-;-;-;-;-
bola management;Italy;https://www.transfermarkt.com/berater/beraterfirma?id=4639;-;-;-;-;-;-;-;-;-;-;-
SIKAROT&GESFUT.SARL;Cameroon;https://www.transfermarkt.com/berater/beraterfirma?id=3262;15;-;-;-;-;-;-;-;-;-;-
Bapris;Russia;https://www.transfermarkt.com/berater/beraterfirma?id=10802;-;-;-;-;-;-;-;-;-;-;-
4dots Sports Management Agency;Nigeria;https://www.transfermarkt.com/berater/beraterfirma?id=8846;-;-;-;-;-;-;-;-;-;-;-
DECAP SYSTEM;Togo;https://www.transfermarkt.com/berater/beraterfirma?id=12670;-;-;-;-;-;-;-;-;-;-;-
Leoni Sport Consultancy ltd;United Kingdom;https://www.transfermarkt.com/berater/beraterfirma?id=11747;-;-;-;-;-;-;-;-;-;-;-
Alejandro Ives Mazzoni;Argentina;https://www.transfermarkt.com/berater/beraterfirma?id=2275;1;-;-;-;-;-;-;-;-;-;-
BJ-Spielerberatung;Germany;https://www.transfermarkt.com/berater/beraterfirma?id=9841;-;-;-;-;-;-;-;-;-;-;-
Fat1h-Management;Germany;https://www.transfermarkt.com/berater/beraterfirma?id=5858;-;-;-;-;-;-;-;-;-;-;-
Yoko Sport International LLC;Nigeria;https://www.transfermarkt.com/berater/beraterfirma?id=11834;-;-;-;-;-;-;-;-;-;-;-
Fast Soccer Agency;Uganda;https://www.transfermarkt.com/berater/beraterfirma?id=10892;-;-;-;-;-;-;-;-;-;-;-
Alain Migliaccio;France;https://www.transfermarkt.com/berater/beraterfirma?id=196;-;-;-;-;-;-;-;-;-;-;-
Çağatay Çatalkaya;Türkiye;https://www.transfermarkt.com/berater/beraterfirma?id=8937;4;-;-;-;-;-;-;-;-;-;-
Vita Football Group;Spain;https://www.transfermarkt.com/berater/beraterfirma?id=12757;-;-;-;-;-;-;-;-;-;-;-
Ball-Contact Gmbh;Germany;https://www.transfermarkt.com/berater/beraterfirma?id=3947;-;-;-;-;-;-;-;-;-;-;-
Eurocon Sportmanagement;Germany;https://www.transfermarkt.com/berater/beraterfirma?id=2436;-;-;-;-;-;-;-;-;-;-;-
Oslo Sports Agency AS;Norway;https://www.transfermarkt.com/berater/beraterfirma?id=10237;7;-;-;-;-;-;-;-;-;-;-
PROLOOK SPORT;Switzerland;https://www.transfermarkt.com/berater/beraterfirma?id=6284;-;-;-;-;-;-;-;-;-;-;-
TBF FOOTBALL AGENCY;Ghana;https://www.transfermarkt.com/berater/beraterfirma?id=9197;-;-;-;-;-;-;-;-;-;-;-
Football with Future;Germany;https://www.transfermarkt.com/berater/beraterfirma?id=7709;-;-;-;-;-;-;-;-;-;-;-
GKM Sports Soccer Agency;Brazil;https://www.transfermarkt.com/berater/beraterfirma?id=9528;-;-;-;-;-;-;-;-;-;-;-
Propassfoot;Switzerland;https://www.transfermarkt.com/berater/beraterfirma?id=5982;-;-;-;-;-;-;-;-;-;-;-
MASCOUT;Belgium;https://www.transfermarkt.com/berater/beraterfirma?id=9831;1;-;-;-;-;-;-;-;-;-;-
Sportsstarz Football Agent Ltd;United Kingdom;https://www.transfermarkt.com/berater/beraterfirma?id=6312;-;-;-;-;-;-;-;-;-;-;-
MT SPORT AGENCY;Serbia;https://www.transfermarkt.com/berater/beraterfirma?id=12721;-;-;-;-;-;-;-;-;-;-;-
Tracksuits for Men B.V. / Oliveira Sportmanagement;Netherlands;https://www.transfermarkt.com/berater/beraterfirma?id=5601;-;-;-;-;-;-;-;-;-;-;-
Mesut Eslik;Netherlands;https://www.transfermarkt.com/berater/beraterfirma?id=9893;-;-;-;-;-;-;-;-;-;-;-
Go Global Sport;Poland;https://www.transfermarkt.com/berater/beraterfirma?id=6634;-;-;-;-;-;-;-;-;-;-;-
BallingSoccer23XhAPlayer;Albania;https://www.transfermarkt.com/berater/beraterfirma?id=11909;-;-;-;-;-;-;-;-;-;-;-
Grosch Sportmanagement;Germany;https://www.transfermarkt.com/berater/beraterfirma?id=2911;1;-;-;-;-;-;-;-;-;-;-
GLC SPORT MANANGER;Brazil;https://www.transfermarkt.com/berater/beraterfirma?id=10966;-;-;-;-;-;-;-;-;-;-;-
DSR Football;Brazil;https://www.transfermarkt.com/berater/beraterfirma?id=11266;-;-;-;-;-;-;-;-;-;-;-
TrustSport, S.A.;Portugal;https://www.transfermarkt.com/berater/beraterfirma?id=8927;-;-;-;-;-;-;-;-;-;-;-
Feev Sport Managament;Switzerland;https://www.transfermarkt.com/berater/beraterfirma?id=10504;-;-;-;-;-;-;-;-;-;-;-
MKane;France;https://www.transfermarkt.com/berater/beraterfirma?id=12486;-;-;-;-;-;-;-;-;-;-;-
Cravow;Brazil;https://www.transfermarkt.com/berater/beraterfirma?id=7433;-;-;-;-;-;-;-;-;-;-;-
Amirih Football Agency;Senegal;https://www.transfermarkt.com/berater/beraterfirma?id=11560;-;-;-;-;-;-;-;-;-;-;-
Alfa & Omega Alliance Sport;Brazil;https://www.transfermarkt.com/berater/beraterfirma?id=9231;-;-;-;-;-;-;-;-;-;-;-
Dr. Oliver Wendt;Germany;https://www.transfermarkt.com/berater/beraterfirma?id=997;13;-;-;-;-;-;-;-;-;-;-
Darlington United Sports;United States;https://www.transfermarkt.com/berater/beraterfirma?id=3929;-;-;-;-;-;-;-;-;-;-;-
DZPREMIERSPORTS;Greece;https://www.transfermarkt.com/berater/beraterfirma?id=7745;29;-;-;-;-;-;-;-;-;-;-
YMR PROMOTION;Mexico;https://www.transfermarkt.com/berater/beraterfirma?id=9993;9;-;-;-;-;-;-;-;-;-;-
Jamali & Kim Global Sports Agency;Germany;https://www.transfermarkt.com/berater/beraterfirma?id=8039;3;-;-;-;-;-;-;-;-;-;-
NearU Sports Agency;Spain;https://www.transfermarkt.com/berater/beraterfirma?id=11901;2;-;-;-;-;-;-;-;-;-;-
Rafael Moya-Palacios;United States;https://www.transfermarkt.com/berater/beraterfirma?id=6356;-;-;-;-;-;-;-;-;-;-;-
Stölting Sportmanagement GmbH;Germany;https://www.transfermarkt.com/berater/beraterfirma?id=7363;-;-;-;-;-;-;-;-;-;-;-
C MAT Group;Germany;https://www.transfermarkt.com/berater/beraterfirma?id=1409;-;-;-;-;-;-;-;-;-;-;-
Golzao Sports Management;India;https://www.transfermarkt.com/berater/beraterfirma?id=9311;3;-;-;-;-;-;-;-;-;-;-
Piturco Spor Turizm İnşaat LTD. ŞTİ.;Türkiye;https://www.transfermarkt.com/berater/beraterfirma?id=5321;-;-;-;-;-;-;-;-;-;-;-
Footboleros;Morocco;https://www.transfermarkt.com/berater/beraterfirma?id=10605;-;-;-;-;-;-;-;-;-;-;-
Agency WMS;United States;https://www.transfermarkt.com/berater/beraterfirma?id=6676;-;-;-;-;-;-;-;-;-;-;-
victorysm;United Kingdom;https://www.transfermarkt.com/berater/beraterfirma?id=8643;-;-;-;-;-;-;-;-;-;-;-
Frederico Vilela;Switzerland;https://www.transfermarkt.com/berater/beraterfirma?id=11552;-;-;-;-;-;-;-;-;-;-;-
Monte Areo Sports;Spain;https://www.transfermarkt.com/berater/beraterfirma?id=1958;10;-;-;-;-;-;-;-;-;-;-
Professional Sports & Finance Limited;United Kingdom;https://www.transfermarkt.com/berater/beraterfirma?id=9640;-;-;-;-;-;-;-;-;-;-;-
cx_service - Christian Heim;Switzerland;https://www.transfermarkt.com/berater/beraterfirma?id=5640;-;-;-;-;-;-;-;-;-;-;-
Ali Ünal;Türkiye;https://www.transfermarkt.com/berater/beraterfirma?id=4757;1;-;-;-;-;-;-;-;-;-;-
BLM Management;DR Congo;https://www.transfermarkt.com/berater/beraterfirma?id=10026;-;-;-;-;-;-;-;-;-;-;-
Uno Sport Management;Korea, South;https://www.transfermarkt.com/berater/beraterfirma?id=6059;-;-;-;-;-;-;-;-;-;-;-
SUPER SPORTS AGENT;South Africa;https://www.transfermarkt.com/berater/beraterfirma?id=10991;-;-;-;-;-;-;-;-;-;-;-
9T Plus;New Zealand;https://www.transfermarkt.com/berater/beraterfirma?id=12853;-;-;-;-;-;-;-;-;-;-;-
Kaya Sport Management GmbH;Germany;https://www.transfermarkt.com/berater/beraterfirma?id=4073;3;-;-;-;-;-;-;-;-;-;-
Mostar Sports Management;Türkiye;https://www.transfermarkt.com/berater/beraterfirma?id=2575;3;-;-;-;-;-;-;-;-;-;-
MP FOOTBALL;France;https://www.transfermarkt.com/berater/beraterfirma?id=7395;-;-;-;-;-;-;-;-;-;-;-
Indeegoo Talent;United States;https://www.transfermarkt.com/berater/beraterfirma?id=12221;-;-;-;-;-;-;-;-;-;-;-
3 Kingdoms Group;United Kingdom;https://www.transfermarkt.com/berater/beraterfirma?id=9344;-;-;-;-;-;-;-;-;-;-;-
FOOT-ETHIC;France;https://www.transfermarkt.com/berater/beraterfirma?id=3016;-;-;-;-;-;-;-;-;-;-;-
HomeInquiry;United States;https://www.transfermarkt.com/berater/beraterfirma?id=6710;-;-;-;-;-;-;-;-;-;-;-
Napeli Sport;Spain;https://www.transfermarkt.com/berater/beraterfirma?id=7707;4;-;-;-;-;-;-;-;-;-;-
HNG Talent Agency;Iran;https://www.transfermarkt.com/berater/beraterfirma?id=8676;4;-;-;-;-;-;-;-;-;-;-
Synergy Global Sports;Australia;https://www.transfermarkt.com/berater/beraterfirma?id=11584;3;-;-;-;-;-;-;-;-;-;-
BS Sport Agency;Poland;https://www.transfermarkt.com/berater/beraterfirma?id=4793;1;-;-;-;-;-;-;-;-;-;-
SportMentor HKG;Germany;https://www.transfermarkt.com/berater/beraterfirma?id=3444;-;-;-;-;-;-;-;-;-;-;-
KB Family;Belgium;https://www.transfermarkt.com/berater/beraterfirma?id=10155;2;-;-;-;-;-;-;-;-;-;-
Nicolas Javier Lastra Mesias;Spain;https://www.transfermarkt.com/berater/beraterfirma?id=6188;-;-;-;-;-;-;-;-;-;-;-
VSM SPORTS MANAGEMENT;Austria;https://www.transfermarkt.com/berater/beraterfirma?id=11111;-;-;-;-;-;-;-;-;-;-;-
Pro Sport Connect;United Kingdom;https://www.transfermarkt.com/berater/beraterfirma?id=2768;3;-;-;-;-;-;-;-;-;-;-
SPORTSEASON;Belgium;https://www.transfermarkt.com/berater/beraterfirma?id=10463;-;-;-;-;-;-;-;-;-;-;-
European Brazilian League;Brazil;https://www.transfermarkt.com/berater/beraterfirma?id=4586;-;-;-;-;-;-;-;-;-;-;-
R.S. International Football Managment Ltd;Cyprus;https://www.transfermarkt.com/berater/beraterfirma?id=10759;-;-;-;-;-;-;-;-;-;-;-
SANINDO SPORTS GROUP;Togo;https://www.transfermarkt.com/berater/beraterfirma?id=6840;-;-;-;-;-;-;-;-;-;-;-
EMconsulting;France;https://www.transfermarkt.com/berater/beraterfirma?id=12627;-;-;-;-;-;-;-;-;-;-;-
Giovanni Capasso;Spain;https://www.transfermarkt.com/berater/beraterfirma?id=11703;-;-;-;-;-;-;-;-;-;-;-
S.E.M. Consulting;Germany;https://www.transfermarkt.com/berater/beraterfirma?id=2211;-;-;-;-;-;-;-;-;-;-;-
My Football Development;Australia;https://www.transfermarkt.com/berater/beraterfirma?id=11791;-;-;-;-;-;-;-;-;-;-;-
ADMSports;Colombia;https://www.transfermarkt.com/berater/beraterfirma?id=10849;-;-;-;-;-;-;-;-;-;-;-
Zenit;Iran;https://www.transfermarkt.com/berater/beraterfirma?id=8892;-;-;-;-;-;-;-;-;-;-;-
Birdie Sports;Germany;https://www.transfermarkt.com/berater/beraterfirma?id=12714;-;-;-;-;-;-;-;-;-;-;-
Maxxi Management Agency Sports;Brazil;https://www.transfermarkt.com/berater/beraterfirma?id=7590;-;-;-;-;-;-;-;-;-;-;-
Insider Soccer Consulting & Management;United States;https://www.transfermarkt.com/berater/beraterfirma?id=8562;-;-;-;-;-;-;-;-;-;-;-
Orangeball Inc.;Korea, South;https://www.transfermarkt.com/berater/beraterfirma?id=12403;-;-;-;-;-;-;-;-;-;-;-
FCGO Agency;Israel;https://www.transfermarkt.com/berater/beraterfirma?id=11476;-;-;-;-;-;-;-;-;-;-;-
STARTEGIK SPORTS MANAGEMENT;Spain;https://www.transfermarkt.com/berater/beraterfirma?id=6909;-;-;-;-;-;-;-;-;-;-;-
MkElite Sports Mariano Krawiec;Argentina;https://www.transfermarkt.com/berater/beraterfirma?id=8868;-;-;-;-;-;-;-;-;-;-;-
HK Wirtschaftssozietät GmbH;Germany;https://www.transfermarkt.com/berater/beraterfirma?id=2312;-;-;-;-;-;-;-;-;-;-;-
JUST GOL,S.A.-Gestao de Carreiras Desportivas;Portugal;https://www.transfermarkt.com/berater/beraterfirma?id=5974;-;-;-;-;-;-;-;-;-;-;-
VIEWGENER SPORT;Netherlands;https://www.transfermarkt.com/berater/beraterfirma?id=7003;-;-;-;-;-;-;-;-;-;-;-
Jorge Rico Jordán;Spain;https://www.transfermarkt.com/berater/beraterfirma?id=10914;-;-;-;-;-;-;-;-;-;-;-
Four Lines Sport;Spain;https://www.transfermarkt.com/berater/beraterfirma?id=8959;-;-;-;-;-;-;-;-;-;-;-
AP Sports Management;United Kingdom;https://www.transfermarkt.com/berater/beraterfirma?id=3972;3;-;-;-;-;-;-;-;-;-;-
VOQUES International;Netherlands;https://www.transfermarkt.com/berater/beraterfirma?id=7316;1;-;-;-;-;-;-;-;-;-;-
windows shopper players gestao;Brazil;https://www.transfermarkt.com/berater/beraterfirma?id=11211;-;-;-;-;-;-;-;-;-;-;-
UNITED SUCCESS Enterprises Group;Austria;https://www.transfermarkt.com/berater/beraterfirma?id=1290;-;-;-;-;-;-;-;-;-;-;-
ASSA MANAGEMENT;Cote d'Ivoire;https://www.transfermarkt.com/berater/beraterfirma?id=8596;-;-;-;-;-;-;-;-;-;-;-
Stars Discovery GmbH;Germany;https://www.transfermarkt.com/berater/beraterfirma?id=1867;8;-;-;-;-;-;-;-;-;-;-
nasser seif;Egypt;https://www.transfermarkt.com/berater/beraterfirma?id=5590;-;-;-;-;-;-;-;-;-;-;-
RB - SOCCER AGENCY GALAXY LLC;United States;https://www.transfermarkt.com/berater/beraterfirma?id=3332;6;-;-;-;-;-;-;-;-;-;-
J10 Agency International Players;Spain;https://www.transfermarkt.com/berater/beraterfirma?id=6012;-;-;-;-;-;-;-;-;-;-;-
KAMYSPORTS;United States;https://www.transfermarkt.com/berater/beraterfirma?id=10947;-;-;-;-;-;-;-;-;-;-;-
Sports Evolution Agency;Netherlands;https://www.transfermarkt.com/berater/beraterfirma?id=8994;-;-;-;-;-;-;-;-;-;-;-
KAN37 Sports Agency GmbH;Switzerland;https://www.transfermarkt.com/berater/beraterfirma?id=12810;-;-;-;-;-;-;-;-;-;-;-
Robert Brehm;Germany;https://www.transfermarkt.com/berater/beraterfirma?id=4992;-;-;-;-;-;-;-;-;-;-;-
ROJC SPORTS AGENCY;United States;https://www.transfermarkt.com/berater/beraterfirma?id=8328;1;-;-;-;-;-;-;-;-;-;-
B&M Sport Management & Marketing;Senegal;https://www.transfermarkt.com/berater/beraterfirma?id=12178;4;-;-;-;-;-;-;-;-;-;-
Jamel Kouki;Italy;https://www.transfermarkt.com/berater/beraterfirma?id=5310;-;-;-;-;-;-;-;-;-;-;-
Gute Leude Sport;Germany;https://www.transfermarkt.com/berater/beraterfirma?id=4388;-;-;-;-;-;-;-;-;-;-;-
FVS GROUP;Spain;https://www.transfermarkt.com/berater/beraterfirma?id=6663;-;-;-;-;-;-;-;-;-;-;-
anayo_sports;Greece;https://www.transfermarkt.com/berater/beraterfirma?id=7660;-;-;-;-;-;-;-;-;-;-;-
Tivan Sport Co;Iran;https://www.transfermarkt.com/berater/beraterfirma?id=11541;-;-;-;-;-;-;-;-;-;-;-
The Premier Agency;United States;https://www.transfermarkt.com/berater/beraterfirma?id=1927;2;-;-;-;-;-;-;-;-;-;-
NorSoccer;Portugal;https://www.transfermarkt.com/berater/beraterfirma?id=9629;1;-;-;-;-;-;-;-;-;-;-
First GOAL Sportmanagement GmbH & Co. KG;Germany;https://www.transfermarkt.com/berater/beraterfirma?id=7070;6;-;-;-;-;-;-;-;-;-;-
S.H-SPORTMANAGMENT;Macedonia;https://www.transfermarkt.com/berater/beraterfirma?id=8060;-;-;-;-;-;-;-;-;-;-;-
King Management;Zambia;https://www.transfermarkt.com/berater/beraterfirma?id=10980;-;-;-;-;-;-;-;-;-;-;-
RM2B AGENCY;France;https://www.transfermarkt.com/berater/beraterfirma?id=12842;-;-;-;-;-;-;-;-;-;-;-
Romain Gauthier Conseiller Sportif Intermediaire 59;France;https://www.transfermarkt.com/berater/beraterfirma?id=10328;-;-;-;-;-;-;-;-;-;-;-
GOLDEN STAR MANAGEMENT PTY LTD;Australia;https://www.transfermarkt.com/berater/beraterfirma?id=6382;-;-;-;-;-;-;-;-;-;-;-
CM Sportmanagement GbR;Germany;https://www.transfermarkt.com/berater/beraterfirma?id=1457;7;-;-;-;-;-;-;-;-;-;-
EK-SPORT;Kosovo;https://www.transfermarkt.com/berater/beraterfirma?id=5346;-;-;-;-;-;-;-;-;-;-;-
THREEINAROW.;Germany;https://www.transfermarkt.com/berater/beraterfirma?id=4430;-;-;-;-;-;-;-;-;-;-;-
Alan Naigeon;United States;https://www.transfermarkt.com/berater/beraterfirma?id=3000;-;-;-;-;-;-;-;-;-;-;-
number13;Switzerland;https://www.transfermarkt.com/berater/beraterfirma?id=10626;-;-;-;-;-;-;-;-;-;-;-
Saphala Global;United Kingdom;https://www.transfermarkt.com/berater/beraterfirma?id=7694;-;-;-;-;-;-;-;-;-;-;-
SP Performance;Germany;https://www.transfermarkt.com/berater/beraterfirma?id=12499;-;-;-;-;-;-;-;-;-;-;-
TEKNIKA SPORT;Spain;https://www.transfermarkt.com/berater/beraterfirma?id=5667;6;-;-;-;-;-;-;-;-;-;-
Carlo Verrienti;Italy;https://www.transfermarkt.com/berater/beraterfirma?id=4780;-;-;-;-;-;-;-;-;-;-;-
FUTBOL, XXI ASESORAMIENTO DEPORTIVO,S.L.;Spain;https://www.transfermarkt.com/berater/beraterfirma?id=6081;-;-;-;-;-;-;-;-;-;-;-
Hellstrom Sport Agency AB;Sweden;https://www.transfermarkt.com/berater/beraterfirma?id=8092;-;-;-;-;-;-;-;-;-;-;-
MEFA & Football S.L.;Spain;https://www.transfermarkt.com/berater/beraterfirma?id=11954;-;-;-;-;-;-;-;-;-;-;-
Ventzislav Mitov;Bulgaria;https://www.transfermarkt.com/berater/beraterfirma?id=640;5;-;-;-;-;-;-;-;-;-;-
KG Sports Management;Iran;https://www.transfermarkt.com/berater/beraterfirma?id=12874;-;-;-;-;-;-;-;-;-;-;-
Vicente Roberto Montepaone;Italy;https://www.transfermarkt.com/berater/beraterfirma?id=5064;-;-;-;-;-;-;-;-;-;-;-
m-sport;Poland;https://www.transfermarkt.com/berater/beraterfirma?id=2614;4;-;-;-;-;-;-;-;-;-;-
Avenir Sport;France;https://www.transfermarkt.com/berater/beraterfirma?id=7420;1;-;-;-;-;-;-;-;-;-;-
hasan morina;Kosovo;https://www.transfermarkt.com/berater/beraterfirma?id=8395;-;-;-;-;-;-;-;-;-;-;-
SEAMORIOW SPORTS MANAGEMENT;Nigeria;https://www.transfermarkt.com/berater/beraterfirma?id=12243;-;-;-;-;-;-;-;-;-;-;-
DB Legado Group;Ghana;https://www.transfermarkt.com/berater/beraterfirma?id=11312;-;-;-;-;-;-;-;-;-;-;-
Fußballmanagement;Germany;https://www.transfermarkt.com/berater/beraterfirma?id=1508;-;-;-;-;-;-;-;-;-;-;-
HKgroup;Türkiye;https://www.transfermarkt.com/berater/beraterfirma?id=9367;1;-;-;-;-;-;-;-;-;-;-
AFCK FOOTBALL MANAGEMENT;Hungary;https://www.transfermarkt.com/berater/beraterfirma?id=3043;6;-;-;-;-;-;-;-;-;-;-
KW Agency;Germany;https://www.transfermarkt.com/berater/beraterfirma?id=10659;-;-;-;-;-;-;-;-;-;-;-
TIM SPORT AGENCY;Argentina;https://www.transfermarkt.com/berater/beraterfirma?id=11605;-;-;-;-;-;-;-;-;-;-;-
Joga Pro Soccer Assessoria Esportiva;Brazil;https://www.transfermarkt.com/berater/beraterfirma?id=6117;-;-;-;-;-;-;-;-;-;-;-
KBT Sports Management GmbH;Germany;https://www.transfermarkt.com/berater/beraterfirma?id=7141;1;-;-;-;-;-;-;-;-;-;-
Talent hub;Canada;https://www.transfermarkt.com/berater/beraterfirma?id=11986;-;-;-;-;-;-;-;-;-;-;-
CRXN Sport Group;Australia;https://www.transfermarkt.com/berater/beraterfirma?id=9096;-;-;-;-;-;-;-;-;-;-;-
Panthers Sports Management;United Kingdom;https://www.transfermarkt.com/berater/beraterfirma?id=12906;-;-;-;-;-;-;-;-;-;-;-
Martin van Ophuizen;Netherlands;https://www.transfermarkt.com/berater/beraterfirma?id=2661;-;-;-;-;-;-;-;-;-;-;-
INTERNATIONAL FOOTBALL ADVISOR;France;https://www.transfermarkt.com/berater/beraterfirma?id=10396;2;-;-;-;-;-;-;-;-;-;-
Evolution Sport Agency sp. z.o.o;Poland;https://www.transfermarkt.com/berater/beraterfirma?id=7454;3;-;-;-;-;-;-;-;-;-;-
Noah Shirdel;Germany;https://www.transfermarkt.com/berater/beraterfirma?id=10692;-;-;-;-;-;-;-;-;-;-;-
MO Global Sport Management Group;Sierra Leone;https://www.transfermarkt.com/berater/beraterfirma?id=12563;-;-;-;-;-;-;-;-;-;-;-
Andrei Kabush;Russia;https://www.transfermarkt.com/berater/beraterfirma?id=2110;5;-;-;-;-;-;-;-;-;-;-
M D MAGALHÃES SPORTS Ltda.;Brazil;https://www.transfermarkt.com/berater/beraterfirma?id=9729;1;-;-;-;-;-;-;-;-;-;-
F&M Sport And Football Management;Italy;https://www.transfermarkt.com/berater/beraterfirma?id=5738;-;-;-;-;-;-;-;-;-;-;-
Royal Project srl;Italy;https://www.transfermarkt.com/berater/beraterfirma?id=3806;-;-;-;-;-;-;-;-;-;-;-
Cosmos;Serbia;https://www.transfermarkt.com/berater/beraterfirma?id=10123;-;-;-;-;-;-;-;-;-;-;-
Philippos Kantarakis;Greece;https://www.transfermarkt.com/berater/beraterfirma?id=7173;-;-;-;-;-;-;-;-;-;-;-
